transaction_id,amount,merchant_risk_band,hour_of_day,is_international,days_since_last_transaction,distance_from_home_km,cardholder_age_years,is_fraud
51324,82.53,1,3,0,11,1,27,0
51325,149.46,1,12,0,3,6,36,0
51326,11.56,1,21,0,2,25,51,0
51327,7.81,3,10,0,1,2,56,0
51328,32.55,1,10,0,1,38,52,0
51329,30.13,3,21,0,10,55,43,0
51330,185.36,3,15,0,0,22,55,0
51331,71.14,1,2,0,1,0,46,0
51332,44.37,3,13,0,1,0,47,0
51333,7.55,2,4,0,0,46,32,0
51334,14.63,1,18,0,1,22,60,0
51335,4.48,1,15,1,1,56,54,0
51336,12.64,1,13,0,1,11,39,0
51337,46.45,1,18,0,5,78,61,0
51338,65.81,3,7,0,2,50,25,0
51339,84.31,1,13,0,2,20,32,0
51340,98.96,2,8,0,1,60,26,0
51341,76.75,1,6,0,6,42,38,0
51342,16.76,3,2,0,1,7,33,0
51343,13.56,1,23,0,5,2,58,0
51344,198.38,3,5,0,1,80,46,0
51345,22.05,1,17,0,3,20,40,0
51346,23.37,1,15,0,4,4,51,0
51347,31.44,1,16,0,3,73,56,0
51348,5.27,3,11,0,10,192,64,0
51349,28.85,3,11,0,1,61,43,0
51350,4.79,3,10,0,6,82,44,0
51351,82.92,3,4,0,1,79,29,0
51352,20.6,1,1,0,2,14,47,0
51353,17.16,1,11,0,3,36,48,0
51354,3.02,3,12,0,1,32,36,0
51355,55.55,1,6,0,8,53,45,0
51356,821.87,1,13,1,4,2,41,0
51357,17.41,3,5,0,2,32,50,0
51358,34.37,1,9,0,1,18,41,0
51359,285.07,2,8,0,1,120,47,0
51360,797.06,3,13,0,8,168,36,1
51361,7.6,1,15,0,5,26,56,0
51362,176.69,1,8,0,7,28,52,0
51363,2.0,1,6,0,1,102,60,0
51364,2.0,1,0,0,1,3,46,0
51365,3.58,3,6,0,2,12,43,0
51366,22.6,3,17,0,1,11,23,0
51367,2.73,3,19,0,5,63,57,0
51368,200.95,1,19,0,3,45,45,0
51369,38.65,3,12,0,2,74,41,0
51370,81.86,1,14,1,2,7,56,0
51371,23.33,3,10,0,0,6,55,0
51372,16.94,3,15,0,5,9,38,0
51373,32.82,1,23,0,6,29,49,0
51374,460.55,3,9,0,1,11,45,0
51375,47.44,1,6,0,17,39,61,0
51376,45.17,1,13,0,2,61,29,0
51377,9.32,1,6,0,3,102,64,0
51378,9.93,1,22,0,7,57,60,0
51379,15.17,1,16,0,11,12,38,0
51380,81.44,3,12,0,2,124,36,0
51381,55.89,3,15,0,0,33,50,0
51382,2.8,1,10,1,5,36,24,0
51383,65.5,1,16,1,1,68,48,0
51384,93.24,1,10,0,1,82,47,0
51385,78.76,2,18,0,2,5,52,0
51386,76.8,1,3,0,2,2,34,0
51387,79.37,1,14,0,2,27,80,0
51388,58.98,1,13,0,3,8,47,0
51389,6.45,1,1,0,5,32,62,0
51390,128.78,3,8,1,9,51,50,0
51391,343.31,1,12,0,0,67,57,0
51392,189.79,1,6,0,3,40,27,0
51393,52.27,1,9,0,2,140,71,0
51394,33.25,1,9,0,0,18,52,0
51395,16.19,1,5,0,0,68,51,0
51396,3.2,3,9,0,3,103,53,0
51397,128.63,1,7,0,4,60,51,0
51398,5.33,1,18,0,0,14,47,0
51399,22.96,1,9,0,2,21,41,0
51400,22.32,1,19,0,1,32,28,0
51401,187.4,3,15,0,4,10,70,0
51402,86.81,1,23,0,6,8,29,0
51403,16.46,3,20,0,6,10,59,0
51404,31.58,1,17,0,2,0,51,0
51405,27.93,2,17,0,4,21,34,0
51406,82.35,1,14,0,0,13,55,0
51407,9.84,1,5,0,2,54,38,0
51408,53.66,3,22,0,0,21,72,0
51409,28.11,2,6,0,2,85,43,0
51410,884.89,1,15,0,5,24,57,0
51411,13.11,1,6,0,1,2,37,0
51412,179.73,1,5,0,1,14,31,0
51413,21.12,1,15,0,4,5,43,0
51414,32.54,1,12,0,1,37,67,0
51415,213.5,1,15,0,1,5,21,0
51416,74.81,1,18,0,3,30,35,0
51417,31.76,1,3,0,2,16,43,1
51418,23.18,1,19,0,2,14,31,0
51419,223.9,1,3,0,2,31,28,0
51420,23.07,3,20,0,4,4,58,0
51421,23.02,1,14,0,3,6,34,0
51422,15.16,3,12,0,1,2,33,0
51423,384.98,1,11,1,8,62,36,0
51424,7.16,1,0,1,0,3,41,0
51425,53.24,2,10,0,0,48,51,0
51426,56.66,3,4,0,0,14,27,0
51427,7.72,3,14,1,1,13,41,0
51428,25.77,1,15,0,2,67,35,0
51429,22.58,1,21,0,0,30,26,0
51430,16.71,3,17,0,1,2,37,0
51431,42.04,1,22,0,4,11,57,0
51432,55.03,1,8,0,2,27,48,0
51433,25.2,3,15,0,0,17,54,0
51434,498.01,1,8,0,4,22,18,0
51435,15.58,1,6,0,4,12,34,0
51436,51.34,1,12,1,1,97,51,0
51437,42.91,1,12,1,0,15,38,0
51438,80.9,1,21,0,1,12,45,0
51439,48.28,1,14,1,1,1,45,0
51440,12.35,3,10,0,1,26,22,0
51441,85.5,3,14,0,0,15,38,0
51442,37.65,1,4,0,5,11,31,0
51443,131.29,2,20,0,0,98,48,0
51444,101.72,3,9,0,1,35,38,0
51445,80.29,3,7,0,0,18,26,0
51446,123.49,1,11,0,2,2,42,0
51447,17.61,1,13,0,0,13,65,0
51448,41.44,3,14,1,16,14,19,0
51449,155.83,1,15,0,0,11,58,0
51450,49.89,3,9,0,5,115,34,0
51451,13.51,1,14,0,1,3,44,0
51452,9.53,3,8,0,0,7,20,0
51453,100.28,3,17,0,3,9,48,0
51454,17.89,1,12,0,0,2,49,0
51455,34.29,3,6,0,2,29,70,0
51456,229.1,3,7,1,1,339,50,0
51457,12.29,2,19,0,5,59,18,0
51458,170.88,1,22,0,1,11,46,0
51459,9.97,1,19,0,10,25,48,0
51460,174.02,3,13,0,1,13,24,0
51461,45.75,1,1,0,2,43,18,0
51462,3.98,3,1,0,1,13,18,0
51463,7.52,1,12,0,0,8,47,0
51464,11.98,1,12,0,1,6,40,0
51465,43.56,1,20,0,3,50,58,0
51466,158.18,1,9,1,3,15,63,0
51467,60.72,3,10,0,7,18,55,0
51468,11.95,1,10,0,0,84,56,0
51469,239.75,2,13,0,8,7,61,0
51470,33.79,1,11,0,1,100,50,0
51471,11.15,3,17,0,9,19,50,0
51472,31.49,3,10,1,11,57,18,0
51473,37.08,2,21,0,7,100,35,0
51474,12.07,1,8,0,5,0,28,0
51475,126.11,1,12,0,3,32,62,0
51476,22.86,1,11,0,2,41,29,0
51477,12.45,1,6,0,1,17,29,0
51478,80.94,1,23,0,0,28,39,0
51479,61.25,1,15,0,2,29,66,0
51480,101.86,3,11,0,1,16,69,0
51481,98.87,1,6,0,1,52,42,0
51482,15.51,1,19,0,1,48,50,0
51483,31.5,3,10,0,0,13,43,0
51484,2.0,1,9,0,1,41,52,0
51485,43.66,1,0,0,4,70,18,0
51486,50.01,1,20,0,2,43,61,0
51487,28.14,1,11,0,0,24,44,0
51488,10.52,3,15,0,2,14,36,0
51489,144.54,1,10,0,0,25,35,0
51490,7.59,1,22,0,1,1,50,0
51491,258.1,1,7,0,0,31,65,0
51492,5.08,3,19,0,0,1,64,0
51493,25.92,1,14,1,2,6,33,0
51494,2.0,1,18,0,2,3,54,0
51495,13.69,3,11,0,0,11,32,0
51496,50.07,2,6,0,9,87,34,1
51497,55.08,1,12,0,5,9,42,0
51498,26.75,1,16,0,1,60,50,0
51499,19.02,1,11,0,1,66,52,0
51500,787.05,1,18,0,1,1,47,0
51501,32.87,1,19,0,1,31,22,0
51502,1457.53,1,18,0,3,50,53,0
51503,268.58,1,11,0,3,65,76,0
51504,15.33,1,10,0,11,12,53,0
51505,19.46,1,12,0,1,68,62,0
51506,299.59,1,10,0,2,30,54,0
51507,6.0,1,7,0,1,8,57,0
51508,226.34,1,9,0,1,82,23,0
51509,31.6,2,12,0,18,5,32,0
51510,2.0,1,13,0,0,2,62,0
51511,8.39,1,23,0,0,39,57,0
51512,26.81,1,15,0,7,74,40,0
51513,18.72,3,10,1,1,2,47,0
51514,14.37,1,6,0,6,8,58,0
51515,5.33,1,19,0,3,5,49,0
51516,34.96,1,9,0,1,20,59,0
51517,266.28,1,21,1,1,57,39,0
51518,258.19,1,7,0,1,36,61,0
51519,175.82,2,12,0,3,44,49,0
51520,29.07,1,15,0,0,21,30,0
51521,177.78,1,7,0,0,7,73,0
51522,4.71,1,5,0,3,58,75,0
51523,81.38,1,9,0,0,18,36,0
51524,290.18,1,23,0,0,6,38,0
51525,96.08,3,11,0,2,97,55,0
51526,4.44,3,9,0,4,92,42,1
51527,11.43,1,10,0,5,10,44,0
51528,15.7,1,23,0,6,10,65,0
51529,8.98,1,4,0,0,9,26,0
51530,23.85,3,0,0,4,36,35,0
51531,32.1,1,13,0,3,6,44,0
51532,27.11,1,15,0,1,28,46,0
51533,11.31,3,5,0,6,28,66,0
51534,154.23,1,4,0,1,47,59,0
51535,28.83,1,14,0,2,23,34,0
51536,5.73,1,19,0,0,31,50,0
51537,20.45,1,9,0,1,19,35,0
51538,17.65,1,11,0,0,14,65,0
51539,3.42,1,3,0,1,101,38,0
51540,22.19,1,19,0,4,5,29,0
51541,193.91,1,4,0,2,8,61,0
51542,26.3,1,10,0,4,11,18,0
51543,28.7,1,6,0,0,3,36,0
51544,74.67,3,10,0,0,26,18,0
51545,16.84,1,21,0,4,7,52,0
51546,8.84,1,15,0,1,62,30,0
51547,90.98,1,8,0,5,109,64,0
51548,35.6,3,20,0,3,23,61,0
51549,3.94,1,13,0,2,5,36,0
51550,62.24,1,13,0,2,110,77,0
51551,55.19,1,10,0,1,25,30,0
51552,3.76,1,7,0,5,30,28,0
51553,2.0,1,18,1,7,33,36,0
51554,15.35,1,19,0,11,9,46,0
51555,996.11,1,7,0,3,18,55,0
51556,801.87,3,1,0,1,6,68,0
51557,261.62,3,13,0,2,51,46,0
51558,13.7,1,21,0,2,60,39,0
51559,12.42,1,10,0,0,8,43,0
51560,6.76,2,14,0,3,12,55,0
51561,7.33,1,6,0,2,10,29,0
51562,81.9,1,18,0,6,30,34,0
51563,349.2,1,13,0,5,5,72,0
51564,26.37,1,13,0,5,90,32,0
51565,17.95,1,12,0,3,7,26,0
51566,11.0,1,15,0,4,55,69,0
51567,27.6,3,8,0,1,43,50,0
51568,11.93,1,19,1,1,129,63,0
51569,5.86,3,15,0,1,110,21,0
51570,46.27,1,13,0,0,69,66,0
51571,12.85,1,22,0,2,1,18,0
51572,18.48,3,14,0,3,37,43,0
51573,37.29,2,21,0,5,84,70,0
51574,2.48,1,6,0,2,6,64,0
51575,4.99,1,5,0,1,7,57,0
51576,43.4,1,7,1,0,38,69,0
51577,8.06,1,18,0,1,7,42,0
51578,38.97,3,14,0,5,11,26,1
51579,14.09,1,23,0,7,75,37,0
51580,52.61,2,6,0,8,28,25,0
51581,4.57,3,13,0,1,4,41,0
51582,12.44,1,5,0,3,9,22,0
51583,294.45,1,19,0,5,121,57,0
51584,59.1,1,19,0,9,47,18,0
51585,122.15,1,17,0,4,2,38,0
51586,37.01,1,8,0,8,50,34,0
51587,7.01,1,11,1,2,4,39,0
51588,13.99,3,19,0,0,34,40,0
51589,15.62,2,14,0,2,4,67,0
51590,15.69,1,4,0,5,34,37,0
51591,200.64,1,18,0,1,46,27,0
51592,27.22,3,10,0,0,80,51,0
51593,5.99,3,4,0,1,40,42,0
51594,15.08,1,11,0,0,17,42,0
51595,61.94,1,2,1,3,2,39,0
51596,5.1,1,3,0,1,8,38,0
51597,150.53,1,10,0,10,19,46,0
51598,242.18,1,18,0,2,7,32,0
51599,12.2,1,2,0,1,0,55,0
51600,72.48,2,11,0,5,13,80,0
51601,124.99,1,13,0,2,23,34,0
51602,9.68,3,19,0,0,17,42,0
51603,21.14,3,13,0,11,65,52,0
51604,25.54,1,12,0,3,89,56,0
51605,59.19,3,11,0,0,68,52,0
51606,243.05,1,13,0,3,45,30,0
51607,25.81,1,13,1,13,30,19,0
51608,4.99,1,22,0,2,63,22,0
51609,3.62,1,12,0,6,21,55,0
51610,13.25,3,6,0,5,31,38,0
51611,24.77,3,11,0,1,72,33,0
51612,169.73,3,14,1,2,88,38,0
51613,3.73,3,9,0,6,4,52,0
51614,28.16,1,17,0,1,3,68,0
51615,244.52,3,20,0,1,184,33,0
51616,59.68,1,14,0,8,15,28,0
51617,7.11,1,21,0,2,53,49,0
51618,44.39,1,4,0,4,14,49,0
51619,32.99,3,10,0,7,56,36,0
51620,177.25,1,3,0,2,27,54,0
51621,89.77,3,13,0,0,45,49,0
51622,49.65,1,16,0,1,23,29,0
51623,71.35,1,6,0,1,3,41,0
51624,36.21,3,1,0,4,25,60,0
51625,12.65,2,22,0,0,28,58,0
51626,87.41,3,19,1,4,76,47,0
51627,14.23,3,7,0,0,5,82,0
51628,54.52,1,11,0,2,4,49,0
51629,84.67,1,2,0,9,29,49,0
51630,6.68,1,9,0,2,8,40,0
51631,25.43,1,7,0,1,13,41,0
51632,257.16,3,11,0,2,75,52,0
51633,192.65,2,6,0,0,30,35,0
51634,59.45,1,23,0,1,12,55,0
51635,26.83,3,5,0,4,66,55,0
51636,23.79,3,16,0,5,20,23,0
51637,14.17,1,9,0,0,37,22,0
51638,30.86,3,19,0,0,11,40,0
51639,181.18,2,2,1,2,13,71,0
51640,14.9,1,18,0,1,9,72,0
51641,6.45,1,8,0,1,89,18,0
51642,120.34,1,19,0,0,22,48,0
51643,20.94,3,13,0,11,159,44,0
51644,9.35,3,2,0,5,19,30,0
51645,35.1,1,6,0,6,51,42,0
51646,21.78,1,16,0,0,11,34,0
51647,35.97,3,12,0,7,58,41,0
51648,63.47,1,19,1,4,4,41,0
51649,53.14,2,11,0,1,33,27,0
51650,59.94,1,21,0,0,23,40,0
51651,39.46,1,8,0,2,58,40,0
51652,3.26,1,9,0,1,56,54,0
51653,36.63,3,12,0,2,19,47,0
51654,6.13,1,8,0,2,19,56,0
51655,12.85,1,9,1,1,11,51,0
51656,13.11,1,9,0,0,23,65,0
51657,68.91,3,22,0,3,24,39,0
51658,3.2,1,17,0,5,2,58,0
51659,25.29,1,5,0,6,15,45,0
51660,28.92,1,5,0,6,15,67,0
51661,89.58,3,18,0,3,21,49,0
51662,37.2,1,13,0,9,35,30,0
51663,66.46,2,7,0,1,45,43,0
51664,37.96,1,11,1,10,7,41,0
51665,302.07,1,22,1,6,22,32,0
51666,18.62,1,16,0,5,29,37,0
51667,678.18,3,14,0,0,9,18,0
51668,15.93,3,17,0,7,18,35,0
51669,90.52,3,21,0,0,9,54,0
51670,239.1,1,13,0,1,8,52,0
51671,25.87,1,16,0,3,4,36,0
51672,30.04,1,12,0,4,6,49,0
51673,5.75,1,17,0,1,27,63,0
51674,2716.71,1,14,1,5,81,33,0
51675,25.36,1,11,0,3,20,22,0
51676,213.39,1,21,0,2,4,44,0
51677,13.47,3,9,0,1,9,64,0
51678,5.51,1,20,1,0,26,63,0
51679,14.98,3,7,0,2,5,41,0
51680,43.51,1,18,0,4,39,55,0
51681,40.3,1,13,0,3,20,44,0
51682,14.74,3,13,0,0,2,74,0
51683,19.27,1,8,0,8,11,52,0
51684,41.9,1,11,0,5,19,21,0
51685,12.53,2,11,0,6,49,38,0
51686,18.95,1,18,0,8,60,45,0
51687,8.55,2,16,0,5,77,29,0
51688,97.86,1,12,0,1,18,48,0
51689,6.35,1,18,0,3,6,36,0
51690,23.69,3,15,0,4,18,54,0
51691,70.9,3,23,0,0,52,29,0
51692,78.33,3,7,0,0,38,40,0
51693,8.11,1,10,0,0,49,62,0
51694,98.84,2,14,0,7,5,45,0
51695,66.03,1,20,0,10,49,47,0
51696,85.53,1,15,1,14,21,30,0
51697,31.16,2,13,0,0,34,39,0
51698,64.8,3,9,0,6,12,36,0
51699,79.19,1,15,0,1,32,42,0
51700,914.53,1,15,0,0,0,79,0
51701,3.89,3,19,0,1,4,55,0
51702,62.28,3,11,0,2,8,48,0
51703,93.96,1,5,0,5,92,38,0
51704,53.74,1,6,0,3,26,36,0
51705,136.25,3,18,0,2,11,46,0
51706,127.23,3,5,0,4,14,53,0
51707,58.29,1,13,0,9,73,46,0
51708,32.13,1,11,0,0,1,34,0
51709,2.52,3,9,0,1,50,46,0
51710,616.46,3,18,0,1,18,55,0
51711,2.0,1,4,0,4,5,62,0
51712,87.08,1,13,0,3,8,61,0
51713,61.26,1,10,0,1,33,38,0
51714,7.01,3,3,0,1,43,18,0
51715,745.31,3,17,0,13,105,26,0
51716,127.82,1,10,0,0,4,25,0
51717,58.87,3,9,0,1,32,47,0
51718,7.34,1,17,0,0,45,29,0
51719,295.09,1,6,1,1,6,33,0
51720,322.52,2,21,0,0,65,38,0
51721,49.34,3,8,1,1,15,90,0
51722,439.91,1,12,0,2,14,67,0
51723,53.1,3,9,0,8,72,38,0
51724,66.68,1,14,0,2,11,72,0
51725,36.86,1,20,1,7,21,46,0
51726,105.89,1,9,0,2,25,33,0
51727,81.94,1,8,0,2,69,51,0
51728,19.64,1,13,0,0,88,30,0
51729,8.8,1,8,0,4,30,18,0
51730,29.75,1,1,0,0,22,18,0
51731,98.9,1,17,0,4,2,61,0
51732,30.4,1,16,0,6,0,42,0
51733,11.29,1,16,1,1,41,28,0
51734,34.43,1,14,0,2,37,49,0
51735,8.21,1,19,0,5,8,22,0
51736,18.35,3,13,0,0,8,28,0
51737,3.54,1,14,0,2,19,51,0
51738,44.02,1,18,0,3,20,72,0
51739,104.19,1,19,0,1,8,24,0
51740,39.09,1,18,1,4,88,27,0
51741,62.84,2,15,1,2,16,41,1
51742,45.93,1,5,0,10,9,53,0
51743,69.28,2,11,0,1,75,49,0
51744,81.07,3,11,0,5,17,37,0
51745,83.32,2,14,0,2,87,42,0
51746,165.92,3,15,0,4,39,47,0
51747,4.54,3,13,0,1,16,70,0
51748,101.66,1,3,0,1,5,57,0
51749,27.55,1,6,0,2,74,31,0
51750,19.73,3,2,0,2,43,21,0
51751,2.96,1,20,0,6,3,54,0
51752,4.66,1,5,0,5,13,25,0
51753,19.05,1,11,0,2,14,50,0
51754,12.43,1,5,0,3,34,55,0
51755,133.54,3,11,0,8,63,59,0
51756,95.37,3,0,1,11,162,27,0
51757,258.3,1,13,0,1,8,56,0
51758,29.99,3,14,0,7,67,60,0
51759,85.71,1,16,0,3,2,40,0
51760,4.73,1,0,0,1,48,30,0
51761,819.05,1,21,0,4,28,44,0
51762,378.12,1,9,0,6,5,45,0
51763,12.46,1,0,0,2,4,58,0
51764,293.48,3,15,1,0,72,45,0
51765,8.21,1,18,0,6,69,49,0
51766,15.24,1,11,0,1,34,54,0
51767,37.06,1,17,0,0,18,41,0
51768,11.71,3,1,0,8,28,46,1
51769,80.41,1,7,0,1,1,31,0
51770,160.56,1,11,0,4,30,44,0
51771,5.78,3,11,0,8,17,41,0
51772,42.7,1,15,0,0,24,42,0
51773,10.1,1,11,0,3,43,27,0
51774,52.31,2,22,1,1,109,43,0
51775,53.93,1,10,0,1,7,34,0
51776,15.99,3,2,0,1,16,42,0
51777,29.56,3,17,0,2,36,45,1
51778,41.85,1,12,0,2,22,70,0
51779,15.04,3,10,1,1,57,35,0
51780,4.15,1,16,0,1,140,33,0
51781,100.33,1,1,0,1,20,41,0
51782,99.38,1,18,1,2,2,30,0
51783,93.58,1,3,0,1,249,18,0
51784,10.07,1,8,0,5,91,39,0
51785,27.05,1,13,0,1,9,42,0
51786,4.39,3,3,0,6,40,46,0
51787,551.06,1,13,0,3,9,40,0
51788,6.51,1,2,0,2,50,33,0
51789,186.28,3,4,0,12,19,49,0
51790,13.34,1,0,0,1,16,37,0
51791,54.25,2,7,0,2,10,36,0
51792,26.21,2,15,0,0,4,53,0
51793,22.17,1,6,1,2,48,42,0
51794,62.08,1,3,0,9,5,64,0
51795,17.86,1,23,0,2,72,28,0
51796,4.49,1,22,0,2,12,70,0
51797,29.5,2,8,0,5,1,51,0
51798,155.83,1,5,1,2,27,28,0
51799,37.39,1,18,0,1,6,40,0
51800,10.78,2,14,1,1,14,35,0
51801,1332.41,1,0,0,0,15,52,0
51802,37.0,1,17,0,7,18,35,0
51803,12.12,1,17,0,0,43,31,0
51804,597.48,1,0,1,9,30,51,0
51805,3.85,3,10,0,4,7,41,0
51806,10.89,1,10,0,3,58,18,0
51807,138.11,1,3,0,2,31,61,0
51808,10.66,3,12,0,1,17,41,0
51809,94.62,2,6,0,3,23,42,0
51810,111.7,3,0,0,1,69,59,0
51811,538.67,1,1,0,1,96,52,0
51812,145.72,3,14,0,2,31,77,0
51813,20.18,1,18,0,1,7,34,0
51814,14.05,3,5,0,7,0,56,0
51815,9.27,2,6,0,4,1,34,0
51816,8.57,2,13,0,0,1,50,0
51817,61.09,1,10,0,3,33,60,0
51818,3.63,3,10,0,4,15,37,0
51819,45.13,1,11,0,0,47,80,0
51820,2.98,3,12,0,2,11,53,0
51821,51.13,1,17,0,2,50,39,0
51822,17.96,1,18,0,3,11,18,0
51823,83.33,3,14,1,4,42,45,0
51824,2.0,2,6,0,3,9,67,0
51825,125.31,3,6,0,2,10,50,0
51826,37.11,1,13,0,14,42,54,0
51827,19.91,3,13,0,5,57,42,0
51828,72.25,1,8,0,1,2,43,0
51829,65.3,1,14,1,1,43,44,0
51830,6.11,1,12,0,4,32,38,0
51831,44.89,1,9,0,0,9,43,0
51832,94.81,1,16,0,7,3,43,0
51833,4.61,3,15,0,1,37,52,1
51834,47.72,3,13,0,4,234,43,0
51835,175.1,1,21,0,2,102,59,0
51836,45.7,1,14,0,5,9,76,0
51837,19.86,1,23,0,5,40,38,0
51838,6.17,1,12,0,6,16,70,0
51839,8.76,3,13,0,4,21,54,0
51840,21.62,2,10,0,13,3,36,0
51841,100.45,1,2,0,5,16,66,0
51842,79.09,1,22,0,2,87,54,0
51843,21.75,2,13,0,0,11,55,0
51844,12.49,1,9,0,0,24,18,0
51845,16.54,3,3,0,2,14,54,0
51846,164.28,1,6,0,1,26,43,0
51847,5.03,1,22,0,5,14,50,0
51848,37.36,1,10,0,3,2,53,0
51849,18.01,1,18,0,4,21,50,0
51850,83.68,1,7,0,1,1,51,0
51851,26.53,1,4,0,1,110,56,0
51852,6.76,1,18,0,2,1,40,0
51853,270.05,1,15,0,1,5,70,0
51854,45.84,1,21,0,2,41,53,0
51855,42.52,1,17,1,0,51,33,0
51856,5.6,3,12,0,1,10,49,0
51857,22.47,1,15,0,1,25,29,0
51858,13.21,3,18,0,2,2,56,0
51859,30.5,3,22,0,6,41,29,0
51860,2.98,2,10,0,3,23,42,0
51861,40.42,1,18,1,1,35,40,0
51862,100.89,3,9,0,0,27,56,0
51863,16.76,1,13,1,1,9,33,0
51864,48.77,1,14,0,3,44,51,0
51865,8.88,1,0,1,3,25,24,0
51866,305.42,1,14,0,3,60,60,0
51867,9.09,1,12,0,4,358,44,0
51868,26.82,1,10,0,5,46,38,0
51869,12.06,1,16,0,14,45,47,0
51870,10.19,1,15,0,1,47,48,0
51871,270.66,3,14,0,4,24,37,0
51872,235.13,3,11,0,0,31,68,0
51873,18.23,3,6,0,1,21,60,0
51874,2997.6,3,15,0,1,57,20,0
51875,148.56,3,22,0,1,37,45,0
51876,133.03,1,17,0,3,48,40,0
51877,35.94,1,9,0,1,57,18,0
51878,167.64,1,10,1,2,8,46,0
51879,41.96,1,13,0,2,57,32,0
51880,9.9,3,20,0,2,16,42,0
51881,34.76,1,19,0,2,35,50,0
51882,20.07,1,8,0,5,9,55,0
51883,7.2,1,9,0,1,58,49,0
51884,133.47,3,19,1,1,3,18,0
51885,45.04,3,15,0,0,52,44,0
51886,32.85,2,18,0,0,5,18,0
51887,351.14,3,2,0,2,13,28,1
51888,44.99,3,15,0,1,3,73,0
51889,180.97,1,20,0,1,87,46,0
51890,9.24,3,13,0,1,41,18,0
51891,13.07,1,17,1,1,2,41,0
51892,36.53,3,5,0,4,57,77,0
51893,41.41,1,18,0,1,43,36,0
51894,53.8,1,2,0,2,20,18,0
51895,134.62,1,12,0,7,43,43,0
51896,4039.22,1,7,0,2,27,77,0
51897,4.49,3,23,0,0,39,37,0
51898,16.5,1,14,0,2,110,67,0
51899,61.56,1,23,0,1,81,44,0
51900,462.99,1,16,0,3,54,80,0
51901,27.24,2,12,0,0,82,42,0
51902,35.54,1,20,0,1,2,41,0
51903,21.42,1,8,0,7,4,53,0
51904,72.68,2,22,0,6,6,35,0
51905,35.13,3,6,0,1,20,38,0
51906,105.58,1,12,0,6,46,42,0
51907,179.33,1,19,0,5,2,70,0
51908,22.24,3,14,0,14,74,18,0
51909,126.29,2,18,0,6,41,26,0
51910,13.73,3,13,0,4,27,68,0
51911,48.56,1,12,0,0,23,45,0
51912,15.2,3,18,0,4,37,28,0
51913,4.21,3,10,0,8,2,52,0
51914,120.51,1,15,0,2,22,43,0
51915,9.63,2,2,0,3,7,35,0
51916,13.93,1,9,0,4,78,30,0
51917,22.83,1,21,0,3,28,38,0
51918,431.55,2,11,0,3,5,18,0
51919,301.8,3,14,0,7,34,36,0
51920,4.11,3,6,0,2,115,59,0
51921,7.31,1,1,0,5,17,54,0
51922,419.42,1,10,0,6,23,37,0
51923,627.19,2,7,0,4,26,23,0
51924,68.16,3,11,0,10,3,36,0
51925,43.75,3,10,0,10,20,18,0
51926,33.75,2,13,0,1,3,50,0
51927,27.52,1,16,0,1,20,52,0
51928,7.22,2,10,0,5,8,55,0
51929,107.29,3,14,0,0,78,59,0
51930,10.75,1,3,0,1,2,56,0
51931,85.54,1,8,0,3,20,45,0
51932,38.27,1,18,0,7,42,36,0
51933,151.93,1,18,0,2,51,35,0
51934,15.01,1,9,0,1,34,42,0
51935,6.96,3,21,0,0,18,55,0
51936,9.83,1,20,0,3,21,29,0
51937,35.59,2,18,0,3,24,47,0
51938,29.91,1,9,0,1,48,28,0
51939,6.91,1,9,0,10,91,50,0
51940,18.3,3,13,0,1,8,33,0
51941,40.54,1,8,0,3,6,72,0
51942,91.73,1,14,0,1,5,39,0
51943,35.53,3,11,1,1,10,47,0
51944,91.11,3,10,1,4,35,24,0
51945,38.66,1,16,0,5,46,51,1
51946,38.96,3,13,0,5,19,59,0
51947,70.13,1,7,0,2,3,31,0
51948,7.77,1,9,0,0,43,42,0
51949,425.34,1,14,0,4,0,29,0
51950,40.48,1,0,0,3,28,41,0
51951,32.64,1,22,0,0,37,57,0
51952,50.59,1,11,0,1,13,74,0
51953,160.94,1,19,0,4,24,55,0
51954,62.85,1,18,0,1,141,25,0
51955,83.79,2,15,0,3,79,42,0
51956,41.08,2,19,0,1,83,55,0
51957,8.98,1,7,0,1,53,18,0
51958,2.0,2,16,0,12,22,49,0
51959,107.6,1,11,0,1,39,47,0
51960,135.88,3,17,0,0,6,76,0
51961,7.71,1,19,0,3,5,44,0
51962,6.61,1,9,0,0,62,66,0
51963,7.99,1,10,0,8,55,40,0
51964,15.9,1,14,0,8,13,54,0
51965,10.58,1,9,0,3,27,49,0
51966,40.41,1,15,0,2,53,70,0
51967,42.19,3,9,0,0,40,65,0
51968,36.06,1,12,0,1,79,37,0
51969,17.01,1,23,0,1,17,21,0
51970,10.26,1,13,0,1,67,57,0
51971,4.87,1,13,0,3,36,70,0
51972,15.72,2,13,0,1,21,21,0
51973,75.16,2,14,0,3,26,70,0
51974,4.0,1,13,0,3,8,31,0
51975,30.07,1,9,0,8,24,65,0
51976,8.32,1,9,0,1,2,43,0
51977,6.06,1,20,0,1,18,63,0
51978,115.66,1,8,0,3,1,50,0
51979,163.6,1,8,0,1,42,60,0
51980,63.22,1,5,0,1,24,39,0
51981,7.04,3,17,0,5,5,24,0
51982,98.09,1,13,0,1,5,60,0
51983,86.98,1,5,0,1,18,61,0
51984,445.68,1,14,0,3,0,38,0
51985,16.59,3,12,0,2,28,51,0
51986,54.19,1,12,0,2,1,36,1
